Street Address,Postal City,County,Price,Beds Total,Sq Ft Total,Full Bath,Half Bath,Lot Size,Age,State,Lat,Lon,Tract,Total Population,Median Income,Walk Score,Bike Score,Comps,School Rating
708 Flannery Street,Santa Clara,Santa Clara,1700000,4,1370,2,0,5188,67,CA,37.335432,-121.9819463,506101,4175,129420,56,77,1463,6
3895 Corina Way,Palo Alto,Santa Clara,4050000,5,2765,3,0,7500,67,CA,37.4243426,-122.1093733,510801,5837,185473,62,95,1465,8.6
1052 Waterbird Way,Santa Clara,Santa Clara,2460000,3,1388,2,0,7313,61,CA,37.34588,-121.9990044,508205,3663,158899,55,60,1474,5.4
203 Waverly Street,Sunnyvale,Santa Clara,2352000,3,1404,2,0,6000,112,CA,37.3773703,-122.0377306,508601,3762,179821,78,85,1476,6
602 Manzanita Ave ,Sunnyvale,Santa Clara,1550000,3,1092,1,1,5800,69,CA,37.3918926,-122.0252971,509001,2696,108897,73,80,1481,5.5
4387 Venice Way,San Jose,Santa Clara,1646000,3,1400,2,0,6000,65,CA,37.3052365,-121.979414,506202,8586,156039,84,77,1481,5.8
20743 Seaton Avenue,Saratoga,Santa Clara,4531000,5,2819,3,0,13081,53,CA,37.2675703,-122.0366427,507600,5888,244167,20,46,1482,9.2
333 Kellogg Way,Santa Clara,Santa Clara,2218000,3,1688,2,0,5127,67,CA,37.3284302,-121.9833679,506103,5255,142429,42,70,1492,8
19682 CHARTERS Avenue,Saratoga,Santa Clara,4100000,4,2711,3,0,10200,56,CA,37.2754095,-122.01737,507500,5856,160205,21,36,1492,9.4
7646 Berland Court,Cupertino,Santa Clara,4125000,4,2530,3,0,6667,36,CA,37.3020697,-122.0401061,507808,5680,214211,20,57,1496,9.2
12106 Kristy Lane,Saratoga,Santa Clara,3650000,6,2527,2,1,10200,60,CA,37.2919813,-122.0115741,507401,5869,220724,21,58,1496,8.7
19970 Herriman Avenue,Saratoga,Santa Clara,4200000,4,2336,2,1,11718,65,CA,37.2660291,-122.0230544,507500,5856,160205,29,49,1498,9.4
41 Hawthorne Avenue,Los Altos,Santa Clara,4220000,5,3174,3,1,15000,98,CA,37.3789131,-122.1134112,510300,4307,202474,89,95,1505,8.5
12517 Woodside Drive,Saratoga,Santa Clara,4100000,4,2650,2,1,10602,65,CA,37.2867946,-122.0090203,507401,5869,220724,17,53,1526,8.7
882 Poplar Avenue,Sunnyvale,Santa Clara,2450000,3,1541,2,0,6161,58,CA,37.3592289,-122.0082209,508505,4998,187660,58,72,1532,5.6
21298 Maria Lane,Saratoga,Santa Clara,3750000,4,2663,3,0,14000,7,CA,37.2925173,-122.0470459,507702,6993,230398,7,3,1533,9.2
1112 Holmes Avenue,Campbell,Santa Clara,2050000,4,2121,2,1,8716,67,CA,37.2601682,-121.9496441,502703,3811,136964,57,83,1534,6.8
139 Lester Lane,Los Gatos,Santa Clara,2350000,3,1666,2,0,7801,64,CA,37.2443572,-121.9531325,506801,5656,157222,76,67,1535,9
16505 Finley Ridge Road,Morgan Hill,Santa Clara,1230000,3,800,1,1,893851,30,CA,37.1518604,-121.5628334,513500,1225,121213,0,0,1538,5.6
170 Santa Clara Avenue,Mountain View,Santa Clara,1700000,2,1093,1,0,4541,71,CA,37.3958027,-122.0763099,509201,5979,139013,94,98,1546,7
1792 Villa Street,Mountain View,Santa Clara,1860000,3,1068,1,0,5229,73,CA,37.3985052,-122.090207,509500,5321,127653,66,90,1549,6.5
12166 Natoma Court,Saratoga,Santa Clara,3800000,4,2108,3,0,12544,58,CA,37.2920537,-122.0297822,507401,5869,220724,56,70,1549,9.2
973 Lantana Drive,Sunnyvale,Santa Clara,2761000,4,1688,2,0,6514,59,CA,37.3620453,-122.0100863,508505,4998,187660,57,81,1552,5.6
1086 Syracuse Drive,Sunnyvale,Santa Clara,2650000,3,1694,2,0,7000,66,CA,37.3554326,-122.0579321,508401,7695,170000,27,72,1555,6.5
521 Davenport Court,Sunnyvale,Santa Clara,2550000,2,1172,2,0,4020,54,CA,37.3446645,-122.0333568,508306,3019,151302,48,75,1562,7.3
545 Valley View Drive,Los Altos,Santa Clara,4300000,4,3885,3,1,17820,29,CA,37.3623364,-122.1018739,511702,2649,241875,43,58,1565,8.8
26425 Taaffe Road,Los Altos Hills,Santa Clara,4700000,4,2753,3,0,38993,47,CA,37.3664657,-122.1421826,511704,4585,250001,4,20,1565,8.4
317 Shasta Drive,Palo Alto,Santa Clara,4150000,4,2505,3,0,10890,68,CA,37.4135674,-122.1098113,510802,2061,212396,61,96,1568,8.5
611 Sheraton Drive,Sunnyvale,Santa Clara,2210000,4,1755,2,0,7241,63,CA,37.3584746,-122.0373532,508403,3084,168571,50,84,1570,6.3
12260 Fredericksburg Court,Saratoga,Santa Clara,3650000,4,2534,2,0,14375,54,CA,37.2834958,-122.0254525,507500,5856,160205,42,62,1570,8.7
12200 Menalto Drive,Los Altos Hills,Santa Clara,5100000,5,3411,3,0,44431,58,CA,37.366013,-122.1656909,511704,4585,250001,6,11,1576,8
14695 Horseshoe Drive,Saratoga,Santa Clara,3100000,3,2006,2,1,22927,67,CA,37.2543501,-122.025075,507301,6883,201620,47,36,1582,9
475 Rincon Avenue,Sunnyvale,Santa Clara,2700000,3,1857,2,1,5875,65,CA,37.3720787,-122.0414604,508601,3762,179821,85,84,1585,6.8
1125 Lynn Way,Sunnyvale,Santa Clara,3005200,4,1921,2,0,6360,67,CA,37.3686225,-122.0552692,508401,7695,170000,74,86,1585,8
14703 Eastview Drive,Los Gatos,Santa Clara,4100000,4,2895,3,0,19080,59,CA,37.2551953,-121.9731274,507205,4651,173409,22,16,1585,9
807 Iris Avenue,Sunnyvale,Santa Clara,2250000,3,1312,2,0,6561,0,CA,37.3625934,-122.0177919,508510,3782,120642,70,88,1586,6.5
807 Iris Avenue,Sunnyvale,Santa Clara,2250000,3,1312,2,0,6561,64,CA,37.3625934,-122.0177919,508510,3782,120642,70,88,1586,6.5
1379 Ramon Drive,Sunnyvale,Santa Clara,2580000,3,1300,1,0,10313,72,CA,37.3491095,-122.0123958,508205,3663,158899,78,76,1588,6
867 Pinewood Drive,San Jose,Santa Clara,1810000,3,1547,2,0,6123,67,CA,37.3118602,-121.981502,506204,5275,155795,46,68,1590,5.8
969 Erica Drive,Sunnyvale,Santa Clara,2658000,3,1811,2,0,7652,52,CA,37.3657629,-122.0093979,508505,4998,187660,58,82,1590,5.6
18708 Martha Avenue,Saratoga,Santa Clara,2380000,3,1128,1,0,11088,71,CA,37.2768652,-121.9976274,507402,3996,177750,9,51,1590,7
736 Inverness Way,Sunnyvale,Santa Clara,2901800,3,1752,2,0,6272,63,CA,37.3411045,-122.0210116,508204,4704,191316,52,70,1592,7.2
16030 Escobar Avenue,Los Gatos,Santa Clara,1800000,3,1672,2,1,7973,0,CA,37.2391834,-121.9501329,506801,5656,157222,47,56,1593,8
11245 Mount Crest Place,Cupertino,Santa Clara,3900000,4,2768,3,0,15758,54,CA,37.3049697,-122.0593083,507702,6993,230398,13,3,1593,8.7
986 Azalea Drive,Sunnyvale,Santa Clara,2420000,3,1407,2,0,6441,52,CA,37.3693755,-122.0076879,508706,4196,151528,46,75,1607,5.2
1694 Jamestown Drive,Cupertino,Santa Clara,3850000,4,2538,3,0,8314,33,CA,37.2941119,-122.0340451,507808,5680,214211,72,72,1607,9.2
2010 Sun Mor Avenue,Mountain View,Santa Clara,5000000,4,2995,3,1,11825,5,CA,37.3734296,-122.0705468,509902,4925,145347,58,87,1612,6
1061 Via Del Pozo ,Los Altos,Santa Clara,5200000,5,3036,2,1,10880,56,CA,37.4014016,-122.1192682,510500,4438,250001,75,85,1613,8
1486 Valcartier Drive,Sunnyvale,Santa Clara,3800000,3,2074,2,0,8560,53,CA,37.3447452,-122.0343337,508306,3019,151302,48,75,1616,7.3
1604 Shirley Avenue,Los Altos,Santa Clara,3600000,4,2351,2,1,9158,47,CA,37.3502806,-122.1022695,511702,2649,241875,11,11,1617,7.4
676 Hollingsworth Drive,Los Altos,Santa Clara,6501000,5,3733,4,0,13330,11,CA,37.3879456,-122.0970145,510400,3875,250001,77,87,1619,8.2
24985 Oneonta Drive,Los Altos Hills,Santa Clara,3380000,3,1601,1,1,32216,70,CA,37.3589699,-122.1241487,511704,4585,250001,2,30,1629,8.4
971 Cherrystone Drive,Los Gatos,Santa Clara,3700500,4,2018,2,1,8003,51,CA,37.2360583,-121.9530214,506801,5656,157222,60,76,1632,9
10640 Johansen Drive,Cupertino,Santa Clara,3100000,4,2201,2,1,6344,69,CA,37.3135728,-122.0063776,508004,5954,149079,53,77,1642,8.5
10301 Stonydale Drive,Cupertino,Santa Clara,2900000,4,2282,2,1,13190,57,CA,37.3271683,-122.0621495,507704,3352,113714,27,34,1644,8.5
928 Kennard Way,Sunnyvale,Santa Clara,2920000,4,1894,2,1,6466,61,CA,37.3405485,-122.0104638,508206,3704,184063,59,72,1664,5.4
2280 Williams Street,Palo Alto,Santa Clara,3210000,3,1729,2,0,5750,96,CA,37.4238658,-122.148415,511501,4738,133889,93,100,1667,7.8
115 Broadway ,Los Gatos,Santa Clara,4200000,4,2866,4,0,21502,127,CA,37.2229067,-121.9882545,507003,3088,215000,65,36,1668,9
101 Eunice Avenue,Mountain View,Santa Clara,3170000,3,2084,2,1,11700,71,CA,37.3695559,-122.0775083,509902,4925,145347,58,79,1673,6
3143 Stockton Place,Palo Alto,Santa Clara,3925000,4,2248,3,1,6297,70,CA,37.4357216,-122.117094,511000,6630,192330,34,85,1676,8.6
1543 Oriole Avenue,Sunnyvale,Santa Clara,2757990,3,1362,2,0,6340,60,CA,37.3433421,-122.0103528,508206,3704,184063,55,65,1684,6
1330 Fairway Drive,Los Altos,Santa Clara,6200000,4,3274,4,1,13481,65,CA,37.3581745,-122.0975249,511702,2649,241875,61,65,1684,7.2
841 Revere Drive,Sunnyvale,Santa Clara,2950000,3,1472,2,0,7488,65,CA,37.3589373,-122.0479428,508403,3084,168571,47,82,1685,8
365 Palo Alto Avenue,Mountain View,Santa Clara,2420000,3,1314,2,0,7275,81,CA,37.3943492,-122.086696,509500,5321,127653,85,99,1686,7
1004 E Cardinal Drive,Sunnyvale,Santa Clara,2330000,3,1227,1,1,6000,68,CA,37.3637128,-122.061084,508401,7695,170000,32,72,1690,8
655 Ashbourne Drive,Sunnyvale,Santa Clara,2600000,3,1407,2,0,7251,59,CA,37.3518503,-122.0237872,508203,5820,199904,69,68,1701,7
2130 Bowdoin Street,Palo Alto,Santa Clara,1712000,1,636,1,0,1800,91,CA,37.418265,-122.1552348,511501,4738,133889,46,81,1706,7.8
671 Seale Avenue,Palo Alto,Santa Clara,5450000,6,2770,4,0,7500,88,CA,37.4395744,-122.1399868,511400,3496,250001,45,85,1706,7.8
910 Exmoor Way,Sunnyvale,Santa Clara,2600000,3,1536,2,0,6825,60,CA,37.343875,-122.0125636,508206,3704,184063,53,70,1707,6
1087 Los Altos Avenue,Los Altos,Santa Clara,4875000,5,2483,2,1,14585,56,CA,37.4021188,-122.1192608,510500,4438,250001,65,90,1709,8
13147 REGAN Lane,Saratoga,Santa Clara,5150000,4,2861,2,1,14588,43,CA,37.2765151,-122.0301596,507500,5856,160205,54,63,1711,9.4
20653 Cheryl Drive,Cupertino,Santa Clara,2550000,3,1416,2,0,7524,59,CA,37.316573,-122.0354216,507701,3296,163790,74,78,1716,8.8
411 Pepper Avenue,Palo Alto,Santa Clara,3370000,5,1963,3,0,5983,82,CA,37.4236274,-122.1398093,510700,5169,183594,84,100,1719,7.6
1650 Mcgregor Way,San Jose,Santa Clara,2500000,3,1400,2,0,6196,63,CA,37.2950022,-122.0243645,507905,5339,142692,31,64,1723,8.8
989 Lane Avenue,Mountain View,Santa Clara,3985625,4,2258,3,0,9583,9,CA,37.3834329,-122.082746,509802,3056,197632,85,97,1730,7
2190 Webster Street,Palo Alto,Santa Clara,5500000,4,2528,3,0,7932,87,CA,37.4361023,-122.1371032,511400,3496,250001,68,99,1740,8.3
907 Blossom Hill Road,Los Gatos,Santa Clara,2225000,3,1532,2,0,8925,62,CA,37.2350883,-121.9566874,506801,5656,157222,76,84,1741,9
750 Grape Avenue,Sunnyvale,Santa Clara,2610000,3,1272,2,0,6038,66,CA,37.3700643,-122.0538477,508401,7695,170000,80,87,1744,8
240 Garden Hill Drive,Los Gatos,Santa Clara,1700000,3,1150,2,0,9100,63,CA,37.2472661,-121.9626639,507203,3062,170735,49,64,1746,9
4012 Scripps Avenue,Palo Alto,Santa Clara,3750000,5,2243,3,0,7650,67,CA,37.4138316,-122.111836,510802,2061,212396,65,95,1756,8.5
1040 Katrine Court,Sunnyvale,Santa Clara,2625000,4,1421,2,0,8152,64,CA,37.3406158,-122.0057558,508206,3704,184063,54,63,1762,5.4
15930 Orange Blossom Lane,Los Gatos,Santa Clara,3100000,3,1284,2,0,8208,67,CA,37.2370045,-121.956132,506801,5656,157222,74,84,1771,9
2205 Sierra Ventura Drive,Los Altos,Santa Clara,4111000,4,2304,2,1,12133,59,CA,37.3373133,-122.0796389,510100,2989,244375,12,27,1781,8.8
1084 Rembrandt Drive,Sunnyvale,Santa Clara,2920000,3,1560,2,0,6310,59,CA,37.355505,-122.0224993,508503,6235,167750,61,76,1790,7.8
1080 Harper Avenue,Sunnyvale,Santa Clara,3215000,3,1741,2,0,8775,66,CA,37.3419157,-122.0581318,508301,4587,210592,24,47,1790,8.3
1435 Dove Lane,Sunnyvale,Santa Clara,3055000,3,1846,2,0,6853,62,CA,37.3476165,-122.0258744,508203,5820,199904,44,65,1796,7
27 Crescent Drive,Palo Alto,Santa Clara,6902000,4,4540,3,2,44431,87,CA,37.4569584,-122.1456648,511200,4978,246935,53,77,1799,7.8
477 Dymond Court,Palo Alto,Santa Clara,2500000,2,1130,1,0,5090,82,CA,37.4284561,-122.1290734,510900,5392,183194,62,95,1811,8.4
573 Palo Alto Avenue,Mountain View,Santa Clara,3000000,3,1545,1,0,7731,102,CA,37.3917146,-122.0883382,509500,5321,127653,86,95,1814,7
595 Mountain View Avenue,Mountain View,Santa Clara,2456000,3,1196,2,0,5094,97,CA,37.3910349,-122.0873617,509500,5321,127653,87,93,1822,7
690 N California Avenue,Palo Alto,Santa Clara,5000000,3,2005,2,0,7684,83,CA,37.4370227,-122.1355506,511400,3496,250001,67,98,1824,8.3
4233 Los Palos Avenue,Palo Alto,Santa Clara,3800000,3,1710,2,0,9400,72,CA,37.4061325,-122.1248142,510600,5663,157885,43,87,1832,8.2
290 De Anza Lane,Los Altos,Santa Clara,4748000,4,3584,3,1,11325,28,CA,37.3748137,-122.1073765,510300,4307,202474,66,90,1833,8.8
1221 Waverley Street,Palo Alto,Santa Clara,6000000,3,3645,2,1,10091,29,CA,37.4415203,-122.1509877,511301,4228,136726,75,99,1834,7.8
3737 El Centro Street,Palo Alto,Santa Clara,4250000,4,2205,2,1,10125,72,CA,37.4129548,-122.1353287,510600,5663,157885,66,98,1840,7.8
1521 Meadow Lane,Mountain View,Santa Clara,3550000,3,1335,2,0,8560,68,CA,37.3788114,-122.0925544,509801,5489,139338,48,81,1841,8.5
1509 Edgewood Drive,Palo Alto,Santa Clara,6508000,4,3080,3,0,18117,69,CA,37.4536751,-122.1364822,511100,5610,221688,49,74,1845,8
1601 Kalispell Court,Sunnyvale,Santa Clara,3200000,3,1544,2,0,7992,61,CA,37.3398791,-122.0523826,508301,4587,210592,27,72,1860,8.3
813 La Crosse Ct ,Sunnyvale,Santa Clara,3600000,4,1768,2,0,8064,61,CA,37.3466334,-122.0469216,508303,2534,182156,59,70,1864,7.5
485 Marion Avenue,Palo Alto,Santa Clara,3862500,4,2066,2,0,5849,77,CA,37.432332,-122.1347077,510900,5392,183194,70,100,1868,8.4
1562 Landell Court,Los Altos,Santa Clara,3700000,3,1798,2,0,14042,66,CA,37.3468572,-122.069918,510002,3827,224115,47,73,1872,8.5
927 Aura Way,Los Altos,Santa Clara,3683000,3,1412,2,1,13181,83,CA,37.3561236,-122.0891901,510001,6264,236820,55,75,1881,7.4
2361 Tasso Street,Palo Alto,Santa Clara,4100000,4,2063,3,0,5069,90,CA,37.4343546,-122.1353287,511400,3496,250001,63,98,1883,8
118 Churchill Avenue,Palo Alto,Santa Clara,4450000,5,3713,5,0,7500,16,CA,37.4358014,-122.1509434,511400,3496,250001,71,99,1886,8
1476 La Crosse Drive,Sunnyvale,Santa Clara,3700000,3,1838,2,0,8297,0,CA,37.3455849,-122.0461668,508303,2534,182156,55,72,1890,7.5
685 Oregon Avenue,Palo Alto,Santa Clara,3000000,3,1874,2,0,4969,72,CA,37.4356391,-122.1336873,511400,3496,250001,75,99,1891,8.4
872 Boyce Avenue,Palo Alto,Santa Clara,3900000,4,2410,3,0,6380,97,CA,37.450719,-122.1500562,511200,4978,246935,40,77,1896,7.8
457 Benvenue Avenue,Los Altos,Santa Clara,4350000,4,2550,2,1,9748,64,CA,37.3757132,-122.1032274,510200,4699,250001,32,72,1902,8.8
751 Leona Lane,Mountain View,Santa Clara,2725000,4,1484,2,0,6266,67,CA,37.3741728,-122.0840774,509802,3056,197632,73,88,1918,6
2252 Louis Road,Palo Alto,Santa Clara,3700000,5,2209,2,1,7353,76,CA,37.4418237,-122.1307149,511100,5610,221688,46,89,1919,8.3
1611 Havenhurst Drive,Los Altos,Santa Clara,4588000,5,2391,4,0,10185,67,CA,37.354707,-122.0684087,510001,6264,236820,22,64,1919,7.4
840 Parma Way,Los Altos,Santa Clara,5550000,4,3238,3,1,15202,74,CA,37.367865,-122.099411,510200,4699,250001,44,84,1924,8.6
256 Fulton Street,Palo Alto,Santa Clara,4000000,3,2055,2,0,5097,43,CA,37.4529146,-122.1592377,511200,4978,246935,77,91,1927,7.8
90 Los Altos Avenue,Los Altos,Santa Clara,3650000,4,2009,2,1,10003,60,CA,37.3830378,-122.1211538,510500,4438,250001,80,96,1930,8.2
27729 Briones Court,Los Altos Hills,Santa Clara,9335000,5,4827,4,1,43560,7,CA,37.3672971,-122.1629412,511704,4585,250001,4,12,1934,8
1257 Miraflores Way,Los Altos,Santa Clara,3900000,4,1829,3,0,9375,69,CA,37.360464,-122.0884047,510001,6264,236820,45,70,1938,7.2
70 Cody Lane,Los Altos,Santa Clara,3650000,4,2293,2,1,9880,56,CA,37.3843456,-122.1136775,510300,4307,202474,73,90,1947,8
2421 Lascar Place,San Jose,Santa Clara,2100000,3,2064,2,1,5257,43,CA,37.2569013,-121.9486887,502704,4042,175603,61,72,1949,6.8
364 Benvenue Avenue,Los Altos,Santa Clara,6510000,4,3398,4,1,13504,17,CA,37.3752399,-122.1055349,510200,4699,250001,50,83,1949,8.8
1050 Guinda Street,Palo Alto,Santa Clara,3550000,4,2098,2,0,5625,96,CA,37.4472671,-122.1485925,511200,4978,246935,50,79,1950,7.8
20082 Forest Avenue,Cupertino,Santa Clara,3001888,3,1187,2,0,10219,0,CA,37.3263842,-122.0248086,508101,6786,241483,72,78,1965,8.2
13021 N Alta Lane,Los Altos Hills,Santa Clara,4750000,2,1430,2,0,95396,0,CA,37.3703163,-122.1339313,511701,4249,217813,8,29,1973,8.4
869 Terrace Drive,Los Altos,Santa Clara,4825000,5,2989,3,1,11717,47,CA,37.3464987,-122.0899137,511702,2649,241875,39,42,1974,7.4
811 Channing Avenue,Palo Alto,Santa Clara,3750000,3,1446,2,1,5192,69,CA,37.4490409,-122.150278,511200,4978,246935,66,87,1980,7.8
1029 Miller Avenue,San Jose,Santa Clara,2420000,4,1273,2,0,6354,0,CA,37.3083166,-122.0145942,507906,4386,227232,71,75,1990,8.8
1431 S Mary Avenue,Sunnyvale,Santa Clara,3175000,4,1974,2,0,8557,62,CA,37.3468776,-122.0503403,508301,4587,210592,59,68,1990,7.5
708 Casita Way,Los Altos,Santa Clara,4000000,3,1901,2,0,10296,65,CA,37.3949104,-122.1034936,510400,3875,250001,65,81,1992,8.3
10420 Oakville Avenue,Cupertino,Santa Clara,3050000,3,1392,2,0,6332,63,CA,37.3167084,-122.0189688,508006,3838,162440,55,72,1993,8.3
107 Sunkist Lane,Los Altos,Santa Clara,4425000,3,1810,2,1,10500,64,CA,37.3832453,-122.1053574,510300,4307,202474,42,76,2023,8.3
901 Hutchinson Avenue,Palo Alto,Santa Clara,3550000,3,1901,2,0,7054,81,CA,37.4485232,-122.1425375,511200,4978,246935,34,77,2025,8
979 Altos Oaks Drive,Los Altos,Santa Clara,3500000,3,1676,2,0,10667,66,CA,37.3594902,-122.0877168,510001,6264,236820,55,72,2029,7.2
494 Panchita Way,Los Altos,Santa Clara,3890000,4,1839,2,0,10200,71,CA,37.3904967,-122.1100833,510400,3875,250001,30,69,2045,8.3
3894 Corina Way,Palo Alto,Santa Clara,3610000,3,1583,2,0,6500,67,CA,37.4244904,-122.1088852,510801,5837,185473,62,95,2049,8.5
755 Newell Road,Palo Alto,Santa Clara,4250000,3,2504,2,1,10802,47,CA,37.4508158,-122.1381901,511100,5610,221688,32,77,2056,8
3109 Maddux Drive,Palo Alto,Santa Clara,2150000,3,1004,1,0,7748,0,CA,37.4382611,-122.115175,511000,6630,192330,22,80,2062,8.6
1620 Crestview Drive,Los Altos,Santa Clara,4450000,2,1528,2,0,15200,75,CA,37.3490946,-122.0903322,511702,2649,241875,33,47,2063,7.4
295 W Charleston Road,Palo Alto,Santa Clara,2000000,3,1013,1,0,6020,72,CA,37.4133765,-122.1197119,510700,5169,183594,64,95,2066,8.2
1310 Villa Drive,Los Altos,Santa Clara,7850000,5,3793,5,1,20037,16,CA,37.3552041,-122.0990337,511702,2649,241875,38,41,2070,7.2
3421 Kenneth Drive,Palo Alto,Santa Clara,3050000,3,1479,2,0,8801,64,CA,37.4340432,-122.1097061,510801,5837,185473,20,83,2074,8.6
4103 Middlefield Road,Palo Alto,Santa Clara,2500000,3,1097,1,0,7384,71,CA,37.4176493,-122.1056002,510801,5837,185473,81,99,2075,8.5
1075 Metro Circle,Palo Alto,Santa Clara,2380000,3,1118,1,0,7064,71,CA,37.4415307,-122.1205549,511000,6630,192330,31,84,2082,8.6
47 Roosevelt Circle,Palo Alto,Santa Clara,2900000,4,1664,2,0,6504,71,CA,37.4182445,-122.1217085,510803,3259,161771,54,96,2086,8.6
925 Echo Drive,Los Altos,Santa Clara,4195000,2,1031,2,0,13012,74,CA,37.3664321,-122.1003651,510200,4699,250001,44,87,2094,8.6
1037 Cynthia Lane,San Jose,Santa Clara,2710000,3,1240,2,0,7072,66,CA,37.3085647,-122.0249862,507905,5339,142692,73,78,2102,8.7
27470 Black Mountain Road,Los Altos Hills,Santa Clara,19000000,5,8958,6,2,50965,2,CA,37.3674357,-122.1553124,511704,4585,250001,1,14,2121,8.4
1920 Bryant Street,Palo Alto,Santa Clara,4610000,3,1885,2,0,5000,84,CA,37.4345177,-122.1439348,511400,3496,250001,70,98,2123,8
464 Cherry Avenue,Los Altos,Santa Clara,4000000,2,1060,1,0,17475,67,CA,37.3896588,-122.117804,510500,4438,250001,32,76,2273,8
